list_id_of_friends,list_of_list,sex_of_friends
2143600,"{'count': 146, 'items': [2541, 3309, 14512, 15346, 16604, 61009, 76017, 88060, 125668, 138622, 143114, 146249, 155923, 177346, 179728, 234739, 236829, 241177, 243219, 266446, 267475, 274243, 307167, 312827, 423810, 461956, 462843, 532133, 603454, 620480, 644236, 758378, 852488, 872892, 896357, 899071, 905619, 980785, 983590, 1026401, 1035723, 1169057, 1299181, 1313186, 1366361, 1435969, 1442449, 1442923, 1461281, 1478929, 1561710, 1598179, 1671755, 1718597, 1734776, 1745414, 1752419, 1755414, 1896157, 1899888, 1936229, 1991983, 2239769, 2312789, 2326972, 2409625, 2444783, 2472334, 2732580, 2754856, 2768528, 2849183, 2913894, 3117540, 3271711, 3608526, 3739672, 3784782, 3788492, 4102639, 4267923, 4695751, 4700946, 4908155, 5028763, 7326496, 8307747, 8464983, 8940762, 10477411, 11441896, 12572420, 12632165, 14419330, 14639837, 15155121, 15214983, 15410076, 16922047, 17031491, 18779250, 22656582, 23394833, 25650458, 37386665, 38278395, 38701456, 43826143, 44265324, 45855074, 46181261, 50962680, 51531771, 51665454, 52859529, 56206802, 66469704, 66775717, 68906242, 76041087, 79056101, 125749707, 131551471, 137823380, 142111913, 143764368, 151750720, 152597649, 188835649, 189779444, 193613841, 200157823, 203457496, 217620165, 221804794, 223065635, 236102973, 243398227, 267758063, 267831612, 294036277, 327664891, 362493592, 408843287, 430179629, 444913296]}","[{'first_name': 'Михаил', 'id': 2143600, 'last_name': 'Шуплецов', 'sex': 2}]"
2162375,"{'count': 892, 'items': [2517, 2624, 6172, 6852, 16241, 26447, 27090, 43221, 47705, 52286, 71739, 81060, 96962, 142637, 146625, 148122, 162738, 189125, 202378, 216456, 299356, 338616, 410600, 437696, 444486, 493979, 539365, 539978, 555794, 584230, 608019, 614439, 619521, 621643, 657321, 674064, 694744, 713062, 727490, 768651, 784521, 800706, 840987, 841974, 861193, 875354, 908953, 933946, 957121, 969349, 976919, 997700, 1009566, 1143889, 1150510, 1151988, 1161639, 1181496, 1312751, 1313832, 1318145, 1330405, 1341225, 1349914, 1363467, 1389527, 1400648, 1417536, 1444678, 1471861, 1493009, 1532133, 1534241, 1557455, 1575419, 1627179, 1628263, 1636956, 1637557, 1639940, 1647315, 1671361, 1721812, 1742338, 1753868, 1813230, 1836729, 1838923, 1867081, 1882096, 1896157, 1917274, 1922255, 1986524, 2045218, 2118571, 2146133, 2153814, 2170285, 2198296, 2211463, 2239033, 2247168, 2257411, 2276020, 2301605, 2306438, 2319022, 2334068, 2335094, 2393438, 2515604, 2528914, 2632069, 2698622, 2713237, 2731347, 2751144, 2787381, 2854972, 2946512, 3036990, 3047631, 3057608, 3100079, 3116809, 3175236, 3321357, 3322376, 3362092, 3520788, 3595392, 3806727, 3918829, 3973145, 4088415, 4214649, 4239095, 4263956, 4381844, 4492373, 4600685, 4645069, 4808521, 4922118, 5110800, 5161123, 5324459, 5464256, 5573026, 5778012, 5807252, 5918286, 6153546, 6219645, 6276375, 6695472, 6729856, 6949977, 6955890, 6959040, 7047707, 7092977, 7149425, 7200058, 7323655, 7431042, 7673713, 7702974, 7720293, 7785321, 7793499, 7835852, 8491919, 8495409, 8733459, 8902609, 9111720, 9255537, 9257778, 9355086, 9412449, 9739523, 9910083, 10175410, 10213837, 10256114, 10281729, 10345537, 10458552, 10511536, 10873145, 10903696, 10904930, 10949969, 11190978, 12063569, 12133950, 12154931, 12352238, 12378954, 12495567, 12625861, 12658383, 12927896, 13055691, 13178392, 13628232, 13680664, 13758677, 13963309, 14358566, 14730389, 15279431, 15314320, 15580059, 15745150, 15778753, 16046773, 16194561, 16226675, 16424872, 16515091, 16867429, 16886136, 17061440, 17187661, 17204436, 17219490, 18461094, 18630866, 18745874, 19316850, 19629166, 19679722, 20028296, 20217363, 20528571, 20532296, 20688407, 20754700, 21141669, 21316647, 21318502, 21619918, 22083561, 22444857, 23046099, 23217813, 23725694, 23968042, 24023785, 24258679, 24853297, 24874560, 25079370, 25095452, 25215557, 26092889, 26411808, 26457526, 26759582, 27190886, 27246932, 27342873, 27669773, 27743230, 28761121, 29023758, 29434544, 29471263, 29855628, 30782064, 30908415, 31178323, 32100986, 32203177, 32253158, 32448848, 32822806, 33066745, 33379513, 34547966, 34758762, 35201895, 35593758, 36472735, 36560734, 37276173, 37745411, 38004255, 38701456, 38932768, 39025462, 40066230, 40304380, 40625337, 40753584, 40897286, 41502189, 43023207, 43242434, 44009567, 44265324, 45079211, 45851630, 46721753, 46918191, 47046111, 47936049, 47936225, 48253604, 49580407, 49587864, 49757344, 50426757, 50489710, 51113623, 51694186, 51904185, 52497710, 52599569, 53317976, 53413407, 53917004, 54061970, 54217993, 54573539, 54847406, 55896587, 56321377, 56499494, 56582349, 58355963, 59407114, 59567788, 60712657, 61533504, 61870705, 61966403, 62544811, 62888556, 63048014, 63101107, 63199318, 63516653, 65319327, 65811560, 66346535, 66380668, 66457915, 67267995, 67441670, 67444264, 67494131, 67914459, 68272615, 68331891, 68362350, 68677977, 69427193, 69588295, 70587058, 71566260, 73033399, 73125119, 73601865, 73964847, 74855780, 75701647, 76631827, 79157686, 79687595, 81806313, 82446421, 82708305, 84546461, 84714254, 84735821, 84988741, 86465417, 86678292, 86711827, 87302580, 87421504, 87577220, 87602090, 88118552, 88596532, 89013985, 89628482, 89686561, 90214965, 90739126, 91152167, 91911399, 92210088, 92640428, 94312428, 94433062, 94895752, 95934389, 97020323, 97485195, 98087434, 98494130, 98678160, 98822354, 98878267, 99241624, 100204702, 100346950, 100633528, 100844033, 101332023, 101673478, 102169881, 102441431, 102484825, 102915195, 104329304, 104636941, 105197375, 105362133, 105825874, 107090916, 108132968, 108870966, 111447059, 113692703, 113958062, 114497061, 114497828, 116008591, 116410111, 118182997, 121856230, 124058135, 125020654, 125021000, 126581165, 126754362, 127370838, 127974171, 130888453, 131487706, 131751619, 132222670, 132813687, 133116265, 133311068, 134285274, 134603896, 134671019, 134726217, 134865299, 134938142, 135165309, 135662928, 135893380, 135901792, 135920270, 136013906, 136051508, 136137883, 137202878, 137299404, 137882532, 138070980, 138482951, 139336630, 139800205, 139867868, 140962460, 141578878, 141736936, 141946575, 143416953, 143702765, 144258940, 144346905, 144720716, 144882148, 146247000, 147004615, 147092880, 147208907, 147249480, 147414180, 147483262, 148268141, 148350059, 149087737, 150271125, 150692878, 152061488, 152134567, 152271998, 152582396, 153095964, 153916651, 153944023, 153970027, 155101433, 155282353, 155735681, 155769156, 155955195, 156032946, 156153417, 156291087, 156310742, 157113752, 157550920, 158548069, 158561071, 158587638, 158693468, 158729961, 158733901, 159521878, 160401024, 160987128, 161099191, 161548691, 162707510, 162982596, 163034446, 163957707, 164256835, 165266433, 165585709, 165589316, 166126197, 166825425, 167346500, 168082504, 168516241, 168707963, 168768958, 169173194, 169636885, 170075097, 170171264, 170767448, 171325914, 173197641, 173727553, 174383420, 174469344, 174546672, 174878655, 174915488, 175536319, 175865647, 175942031, 176620589, 176818285, 176830753, 176904814, 177111549, 177348652, 177350317, 177900771, 178133363, 178299409, 178311329, 178943698, 179096108, 180402467, 180669846, 181413833, 181705894, 182122590, 182703092, 183494768, 183810593, 184829872, 185194995, 185239354, 186393066, 186520018, 186673770, 186718378, 186780515, 187222628, 187300168, 187522830, 187543631, 188025316, 188651722, 188779946, 189085726, 189461013, 190399405, 190442478, 190726731, 192263390, 193044745, 194013076, 194025904, 194209314, 195649102, 196085959, 196301700, 196758179, 197987763, 198601191, 199119268, 199517144, 201207579, 201740984, 201962881, 202232533, 203049643, 204959678, 205209122, 205840947, 205977904, 207948662, 208815939, 209757999, 211647876, 211766781, 211888053, 211916393, 211975511, 212003123, 212798527, 213378605, 213722618, 213734038, 213771523, 214915767, 215058322, 217620165, 218888456, 220177841, 220969522, 221597835, 222270555, 223371298, 223681465, 223829134, 224614495, 225355647, 225527426, 225723275, 225860280, 226748658, 227420898, 228031342, 228637851, 228860652, 228965894, 229015307, 229166132, 229713816, 229907942, 232056686, 232348096, 232432609, 232926055, 233741666, 234468953, 234890725, 235006881, 235282330, 235701012, 236382931, 236861380, 236931130, 237148794, 238634323, 239100109, 239398391, 245218046, 245465488, 245521337, 246935472, 247347889, 248342859, 248768481, 250129051, 250659216, 250938783, 251831087, 251955076, 252676983, 253435170, 253911306, 253924528, 253960700, 254455051, 255964232, 256313271, 257475036, 258157965, 258388662, 258525854, 258548369, 259441167, 260086484, 260146460, 264391645, 264649120, 265024939, 267948011, 268615702, 269651445, 270477054, 271383128, 274717163, 274747283, 277345265, 277751923, 278536509, 279198666, 279347062, 280095394, 280801910, 281959774, 283067521, 285423900, 285624510, 286950429, 289845164, 291313615, 292292641, 292394528, 293310558, 296230826, 296357255, 296716973, 296725472, 297274894, 297535533, 298627403, 299108195, 299822002, 300875796, 301357882, 301673265, 303582776, 306543151, 307509218, 307860025, 309645552, 312710419, 314461602, 314927966, 316402913, 317917334, 319471054, 321527064, 322730863, 323329236, 323573856, 325635666, 326971896, 326997486, 327429920, 329269427, 329967547, 330510680, 330630000, 333466166, 334693953, 337402880, 338915191, 339442755, 339843955, 343894672, 344428056, 349176151, 352224677, 354217194, 354719436, 358133766, 359526876, 359800710, 368501303, 369207892, 373245441, 377238274, 377762269, 377994983, 379574450, 382111579, 383198341, 383693736, 385555554, 388453201, 388678350, 389897198, 390068542, 391450112, 395132853, 395657741, 396122962, 397346619, 399110420, 406069125, 408801624, 409016625, 409838597, 414305177, 415213197, 418520151, 419782883, 425282002, 428464156, 430179629, 431057595, 434648333, 436115871, 437162799, 443603858, 444783949, 444913296, 445155500, 445604242, 448409242, 448900581, 449746934, 450536682, 450541103, 452544947, 458506712, 461177411, 461672955, 471377616, 473797434, 479585210, 480884375, 481707212, 482906176, 483219669, 489973828, 492417497, 494942538, 496530278, 498408561, 498794779, 499379622, 503233860, 504456815, 506872096, 510008916, 510092998, 515389898, 515641644, 517513324, 520195468, 522125659, 523448601, 524548628, 525872140, 527602936, 531644326, 536023983, 542377455, 545435676, 550340907, 550574362, 552421093, 554460528, 554594128, 555561814, 555609803, 559020283, 559374245, 559866673, 559987190, 560466450, 561828965, 570381097, 570626740, 570702797, 573700992, 577426594, 581559432, 581568270, 584133102, 590103420, 598435460, 598463348, 612900879, 613637709, 614202719, 614277326, 622567603]}","[{'first_name': 'Алексей', 'id': 2162375, 'last_name': 'Никитин', 'sex': 2}]"
3162510,"{'count': 589, 'items': [2306, 122290, 190800, 238753, 283557, 365777, 529905, 567440, 589125, 636770, 696231, 705816, 830305, 833177, 838466, 869842, 998700, 1006165, 1082567, 1095182, 1159056, 1182663, 1234991, 1268203, 1353737, 1374050, 1439310, 1494318, 1627740, 1699337, 1792414, 1800883, 1880875, 1896440, 1914441, 1941110, 1981240, 2016892, 2072523, 2153589, 2166256, 2200173, 2455110, 2488903, 2629762, 2652584, 2698667, 2766126, 2850379, 2867414, 2877213, 2920144, 2958765, 3005355, 3059512, 3199784, 3272793, 3274406, 3274952, 3286689, 3292653, 3301955, 3428906, 3450871, 3486035, 3491601, 3503857, 3511192, 3522780, 3542671, 3600220, 3657703, 3731754, 3761164, 3797008, 3811313, 3877841, 4021102, 4079794, 4118997, 4237103, 4273130, 4332369, 4392431, 4451575, 4527743, 4566780, 4659522, 4675585, 4726688, 4808329, 4856611, 4861752, 4893292, 4938551, 5215453, 5709022, 5739021, 5781708, 5846244, 5852737, 5940283, 5977591, 5983078, 6032870, 6124417, 6134907, 6253255, 6257739, 6274204, 6677894, 6744723, 6889562, 6963290, 7102457, 7130655, 7171795, 7251958, 7297217, 7493612, 7546949, 7623369, 7747468, 7759038, 7868467, 8069207, 8141975, 8159876, 8254736, 8521201, 8623959, 8649457, 8668786, 9057628, 9057917, 9167025, 9223764, 9411484, 9779431, 10634932, 11082689, 11200141, 11264573, 11554278, 11874611, 11915695, 11958248, 12023690, 12074898, 12117812, 12246798, 12296320, 12505465, 12644744, 12786561, 12873123, 12885160, 13230855, 13464076, 13567494, 13718508, 13817155, 13836830, 14042083, 14067141, 14410659, 14510850, 14582633, 14725284, 14752818, 14933389, 14963658, 15078450, 15095293, 15196533, 15202216, 15301809, 15328007, 15386690, 15807605, 15921512, 16019827, 16096309, 16362553, 16751336, 16759130, 17116245, 17220466, 17250393, 17864508, 17879228, 18231395, 18240640, 19242464, 19376981, 19635617, 19851296, 20350752, 20460026, 20631991, 20646857, 20729882, 21029880, 21191708, 21374283, 21512157, 21649603, 21851087, 22306950, 22460575, 22812766, 22924085, 23214527, 24049586, 24085008, 24521681, 24943871, 25224750, 25298804, 25600638, 25610484, 25789962, 25809092, 26171431, 26287832, 26470257, 26779360, 26982275, 27324418, 27507695, 27966702, 28330652, 28579210, 29116494, 29520265, 29818953, 30106615, 30370592, 30514545, 31871071, 31876318, 32034607, 32266382, 32437566, 33101489, 33202272, 33394713, 33397082, 33714992, 33855271, 34551782, 34800332, 35096425, 36409409, 37037484, 37457090, 38430769, 38441101, 40973451, 42478936, 43196455, 44533767, 44997514, 46291571, 47615079, 48020280, 49236967, 50271813, 50650713, 50765205, 51151688, 51461494, 51467419, 52152293, 53239280, 53287563, 53587117, 53794860, 54115523, 54411861, 54803019, 55112797, 55281812, 55504158, 56008166, 57228850, 58859632, 59205823, 61253948, 61366077, 62541872, 62544393, 62746581, 62811821, 62961595, 63173701, 63839682, 65596760, 66056233, 66231271, 66969537, 68134248, 68805707, 71139600, 71233876, 71519751, 71652483, 73394980, 74258894, 74689496, 75784371, 75868964, 77279473, 77725016, 77810075, 80459635, 82114715, 82503707, 82849270, 83598819, 84218278, 84296251, 84575565, 84868115, 85643141, 86092935, 86558814, 86914214, 87945410, 88007349, 88214072, 88387720, 88667984, 89210517, 89883173, 90214437, 90231104, 91120836, 92302750, 92488684, 92629508, 93288021, 93299233, 93561793, 93782674, 95589252, 95671691, 95678562, 96486106, 97513490, 98009155, 99707958, 99780725, 100034192, 102239046, 103276516, 105120009, 105342411, 105401089, 106975494, 107210148, 107688583, 110803687, 112148815, 112612819, 113386028, 113592896, 115593913, 116534845, 118362317, 118963506, 119914617, 121491228, 123745159, 124784471, 126113836, 130931652, 131497754, 131977050, 132144400, 132172342, 132307667, 132532868, 137653466, 139002665, 139256390, 139917146, 141989609, 142831728, 143012406, 143778323, 144608181, 145766279, 145798989, 146553487, 146822331, 151208687, 151393151, 151621720, 152126588, 152852295, 152969586, 154554878, 155192446, 155589912, 158677160, 159104953, 160656334, 161340854, 161658819, 161812959, 162137241, 162607160, 163485600, 165230531, 165576509, 165814507, 165906966, 168210178, 168417034, 168417456, 169110898, 169720400, 171201930, 171729252, 171730223, 171813971, 172708124, 172854012, 172977398, 173722451, 174265513, 174444499, 174453833, 175081642, 176711356, 177590079, 178317943, 178750332, 179198295, 180309259, 180987909, 181603990, 182132663, 182443417, 182504546, 182951412, 183817403, 184539176, 184840734, 185060435, 185302505, 185985683, 188886751, 189136486, 189829185, 191894580, 193597167, 194587352, 195174887, 198664702, 202074010, 202427438, 203477807, 203524292, 204527547, 204726896, 208604796, 208968574, 211900371, 214868196, 215060902, 217217161, 217620165, 219999957, 221558114, 226136258, 227299196, 228484172, 229232767, 230062089, 230709860, 231701098, 232948950, 233912022, 236439180, 237643571, 241273754, 244183229, 244916304, 248157922, 249059062, 249571014, 250330714, 252696273, 252736284, 254734309, 256101766, 258161611, 259380129, 267281034, 267704293, 267945302, 268751818, 269998955, 271281198, 271329114, 273089339, 273521751, 274405307, 275773455, 276284981, 278979731, 280896137, 282038777, 285725053, 286735249, 288754442, 290774705, 294333518, 295501725, 297176257, 301543180, 302668036, 303258501, 305564310, 305624012, 306993194, 307488254, 308554577, 309865161, 313391318, 321313567, 321695684, 327670015, 330260953, 332155633, 337047442, 345108281, 345202096, 345712519, 347214010, 347728423, 349586777, 351971871, 355400245, 356189502, 356372185, 357902795, 361289101, 364962513, 377670036, 381534490, 381561150, 381723081, 388260950, 388900208, 389400249, 396491494, 405297533, 405506075, 405718375, 408011569, 413816496, 420082778, 435145138, 436411663, 440176055, 444516853, 445426728, 449508232, 467988566, 472273271, 472460930, 480830483, 487618812, 489055813, 496201563, 501715276, 504726638, 509828410, 514693828, 527461664, 530090265, 530307291, 530796774, 541923963, 555748202, 616234293]}","[{'first_name': 'Юрик', 'id': 3162510, 'last_name': 'Дудченко', 'sex': 2, 'universities': [{'chair': 2032505, 'chair_name': 'Прикладной математики и компьютерных технологий', 'city': 134, 'country': 1, 'education_form': 'Очное отделение', 'education_status': 'Студент (специалист)', 'faculty': 2152087, 'faculty_name': 'Институт информационных технологий и телекоммуникаций', 'graduation': 2009, 'id': 816, 'name': 'СевКавГТУ'}]}]"
3640897,"{'count': 110, 'items': [60775, 63748, 340826, 410800, 698860, 740126, 762585, 776931, 959677, 1268827, 1353737, 1377634, 1526730, 1663992, 1981240, 2091217, 2822045, 3201434, 3366701, 3692593, 3743362, 4055355, 4278139, 4494518, 4702598, 4838381, 4886488, 5058639, 5739021, 5761763, 5831137, 6032870, 6290426, 7111850, 7290667, 7328929, 7729974, 9709200, 10061568, 11118211, 11529781, 12329311, 12650703, 13879292, 13988528, 14007261, 14369890, 14428400, 14692178, 15029486, 15959582, 16792253, 17391222, 17472963, 17703850, 18820211, 19201023, 20100488, 21020913, 21165883, 21472020, 21509436, 21921984, 23692665, 25072839, 26070464, 27794257, 37761884, 39083950, 44362420, 44997514, 53915430, 63839682, 68078436, 75784371, 87981261, 89315694, 92139251, 94608727, 101176546, 118796274, 125075908, 148106267, 150694018, 156205465, 168260221, 174358824, 180670021, 181007946, 182166885, 187951196, 188215040, 201360797, 214225631, 217620165, 218720507, 240188163, 252230757, 252623896, 257088498, 258306959, 264198944, 269594256, 307130875, 308385344, 324207151, 331106910, 349152421, 355386358, 374789455]}","[{'first_name': 'Йоська', 'id': 3640897, 'last_name': 'Кох', 'sex': 2, 'universities': [{'chair': 2032502, 'chair_name': 'Компютьерная Безопасность', 'city': 134, 'country': 1, 'education_form': 'Очное отделение', 'faculty': 2152087, 'faculty_name': 'Институт информационных технологий и телекоммуникаций', 'graduation': 2010, 'id': 820, 'name': 'СГУ\r\n'}]}]"
6032870,"{'count': 505, 'items': [60775, 251030, 281088, 323944, 499672, 521432, 533546, 603772, 637462, 679940, 803725, 813420, 943304, 1033061, 1162517, 1174140, 1240426, 1244822, 1424171, 1489861, 1558862, 1564831, 1685808, 1786696, 1792414, 1825282, 1852245, 1886583, 1963518, 1978733, 1998438, 2038495, 2079552, 2092861, 2249901, 2282174, 2312258, 2313001, 2370851, 2400831, 2463148, 2600664, 2664345, 2770246, 2921044, 2922708, 2980632, 2981025, 3097028, 3103772, 3136657, 3162510, 3245061, 3269163, 3320112, 3486035, 3491601, 3568644, 3640897, 3760920, 3767314, 3805824, 3827848, 3909924, 3923505, 3994896, 4003823, 4055355, 4065522, 4104772, 4202053, 4290380, 4551768, 4615365, 4706675, 4767733, 4810867, 5107366, 5135738, 5231115, 5452287, 5573046, 5669483, 5739021, 5927972, 6115347, 6139470, 6194432, 6250538, 6253749, 6270808, 6540346, 6548013, 6646054, 6735969, 6865863, 6920047, 6921493, 7518781, 7588199, 7648621, 7683305, 7729974, 7842541, 7918309, 8539085, 8562945, 8563264, 8944915, 9057917, 9349766, 9755021, 9833493, 10185977, 10670103, 10932943, 11109560, 11118211, 11325340, 11420973, 11624965, 11701945, 12121210, 12161603, 12644744, 12705420, 12710416, 12960035, 12975042, 13170089, 13238224, 13370433, 13806221, 13943827, 13989130, 14025269, 14182706, 14512845, 14871224, 15807605, 16183687, 16408340, 16409137, 16751336, 17002533, 17555260, 17740037, 18300223, 19686373, 19849513, 19857095, 20347037, 20432288, 21510337, 22924085, 23498956, 23547572, 23930329, 25392628, 28609848, 29422479, 29510660, 30041383, 30403098, 30924222, 31026756, 31095459, 32695621, 33418264, 33638924, 33968900, 34881256, 35108947, 35166532, 35247676, 37787097, 38858848, 39505092, 39738564, 40502651, 42448438, 43341571, 43579257, 44438624, 46056601, 46311198, 46557975, 46727323, 48863954, 50931275, 51758177, 52444934, 52675421, 53175594, 54418602, 55002757, 55011407, 55776590, 55950370, 56089469, 56688600, 57254785, 61712582, 61909259, 62201934, 62300686, 62389558, 63437780, 64112068, 64311215, 64898518, 64973920, 65009098, 68590190, 68834781, 68946066, 70333449, 71012422, 72055747, 73205579, 75784371, 75986038, 78509973, 78638365, 78767970, 78991291, 80064673, 81411603, 81815260, 83146794, 83650110, 85081053, 86032479, 86793056, 87453174, 90853336, 91018596, 93288827, 95533103, 95766798, 97513490, 97748261, 97779738, 99234444, 99707958, 100838448, 102016912, 103014602, 103790466, 104183515, 105651084, 105800104, 106066212, 106396802, 107097046, 107222139, 111698967, 113506696, 114440880, 114938081, 119553686, 122500195, 125813440, 135234755, 136136603, 137241572, 138213613, 140174394, 141989609, 142067652, 144310363, 144905135, 145163625, 147678505, 147738899, 147748751, 147812442, 149329012, 150382212, 150708296, 151266979, 151316048, 151396671, 151822436, 152234562, 152332491, 156201804, 156205465, 156628141, 157444281, 157594171, 157769235, 158473972, 160097372, 160244670, 160873665, 161187677, 161249281, 161340854, 161395458, 161720099, 164639455, 166141960, 167019323, 169733706, 171085678, 171371188, 171590793, 171610322, 172238840, 172286990, 178085765, 178497159, 182345157, 182725940, 183568201, 184840734, 193987967, 195452535, 198744736, 199887287, 200400117, 201803436, 205051449, 208110197, 208851379, 208956229, 210320245, 211515764, 214911532, 215005345, 215154870, 215453912, 217620165, 220783330, 221754426, 222264461, 223193363, 227344964, 228157281, 228199078, 228871774, 229263072, 230521871, 231273875, 234516270, 238873061, 240188163, 240204899, 243613201, 249702279, 250074450, 250330714, 251721734, 253042021, 253417669, 254345093, 259286543, 259380129, 260544026, 262991636, 264451928, 267661492, 268425505, 268690791, 269678559, 282277856, 282872999, 283055479, 285200960, 287945066, 291211454, 293744012, 295277333, 295761628, 297093721, 298171653, 299938932, 302040786, 302440508, 306075916, 306378376, 307087753, 307130875, 308488389, 311813249, 312382194, 317970225, 321189693, 322218052, 341251658, 345712519, 346380805, 347374181, 349255484, 350907865, 352591563, 355190416, 355569996, 363220640, 368611116, 372775947, 372855304, 376596561, 377646579, 388187213, 388338186, 388909887, 396491494, 396747158, 397072121, 398917396, 403901915, 405788180, 407895312, 408047392, 409137312, 410302726, 411889537, 413843101, 417646692, 420051667, 422879839, 423004048, 434500008, 434959880, 442004370, 442896944, 443913242, 452892740, 455960451, 463720470, 464141939, 464588303, 464992264, 467256759, 468768760, 469818972, 473125673, 478085141, 480211752, 480216009, 481532198, 482630636, 487614557, 490982295, 491405368, 494890442, 496800573, 500428939, 501060283, 510030999, 510360856, 511261704, 512589535, 514877480, 516691867, 517611802, 523638745, 524030314, 526012833, 527890925, 529584708, 532460102, 533344885, 535689383, 538632234, 538996729, 539016019, 542954110, 544409533, 548331756, 553411706, 555551646, 555748202, 558339904, 559866673, 561278420, 566296343, 566534343, 566814074, 569006841, 574046815, 574216832, 574792118, 578836691, 581230544, 581600359, 582976311, 583501898, 585687383, 589666245, 589809955, 590304258, 591873839, 592448408, 595273458, 595574079, 609639371, 613777314, 613943584, 617481903, 618648027, 618967593, 619013865]}","[{'first_name': 'Анастасия', 'id': 6032870, 'last_name': 'Педашенко', 'sex': 1, 'universities': [{'chair': 2032390, 'chair_name': 'Информационных систем в экономике', 'city': 134, 'country': 1, 'education_form': 'Очное отделение', 'education_status': 'Выпускница (специалист)', 'faculty': 2218043, 'faculty_name': 'Экономический факультет', 'graduation': 2010, 'id': 820, 'name': 'СГУ\r\n'}, {'chair': 2032391, 'chair_name': 'Кафедра мировых информационных ресурсов и электронного бизнеса', 'city': 134, 'country': 1, 'education_form': 'Очное отделение', 'education_status': 'Аспирантка', 'faculty': 2218043, 'faculty_name': 'Экономический факультет', 'graduation': 2013, 'id': 820, 'name': 'СГУ (СКФУ) '}]}]"
